Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-1119	LJC049	TNKS	single	498	20	133.8	15	7.093050647820966	22	PD
X-1119	LKA136	NTRK1,NTRK2,NTRK3	single	236.60000000000002	20	56.25	13	10.736705577172502	20	PD
X-1119	binimetinib	MAP2K1,MAP2K2,MAPK	single	154.5	27	41.68000000000001	14	17.382624768946396	27	PD
X-1119	untreated	UNKNOWN,Untreated	single	291.4	21	38.17500000000001	11	10.302973977695167	29	PD
X-1119	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	47.099999999999994	21	40.01666666666668	17	3.8844301765650076	70	PD
X-114	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-46.7	28	-29.58888888888889	32	92.8961937716263	93	SD-->PD
X-114	BYL719	PIK3CA	single	-62.4	17	-36.13636363636363	35	96.10555555555555	112	PR-->PD
X-114	BYL719 + HSP990	PIK3CA,HSP90	combo	-9.599999999999994	10	7.059999999999988	14	75.83720930232558	112	SD-->PD
X-114	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	-15.900000000000006	15	-9.379999999999995	15	60.510791366906474	63	SD-->PD
X-114	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-20.200000000000003	15	-16.799999999999997	15	113.25766871165644	124	SD-->PD
X-114	HDM201	MDM2	single	-6.299999999999997	10	0.539999999999992	14	14	14	SD
X-114	HSP990	HSP90	single	-42.1	26	-27.900000000000006	26	125	125	SD-->-->PD
X-114	INC280	MET	single	129.6	21	36.599999999999994	14	14.717647058823529	41	PD
X-114	INC280 + trastuzumab	ERBB2,MET	combo	-53.9	89	-1.3419354838709694	130	138	138	SD-->PD
X-114	LEE011	CDK4,CDK6,CDK4/6	single	14.799999999999997	14	13.140000000000015	14	49.76056338028169	104	SD-->PD
X-114	LEE011 + everolimus	CDK4,CDK6,MTOR,CDK4/6	combo	-21.599999999999994	10	-13.539999999999992	14	92	92	SD-->PD
X-114	LJM716	ERBB3	single	-19	7	-20.39999999999999	7	7	7	SD
X-114	LJM716 + trastuzumab	ERBB3,ERBB2	combo	-72.6	73	-52.092	94	105	105	PR-->-->PD
X-114	LLM871	FGFR2/4	single	-8.299999999999997	10	-7	14	27.360230547550433	63	SD-->PD
X-114	binimetinib	MAP2K1,MAP2K2,MAPK	single	-23	16	-7.733333333333334	16	132	132	SD-->PD
X-114	everolimus	MTOR	single	31.69999999999999	24	18.724999999999994	11	38.21782178217822	95	SD-->PD
X-114	untreated	UNKNOWN,Untreated	single	144.1	21	49.32499999999999	12	13.337979094076655	49	PD
X-1156	BGJ398	FGFR	single	427.20000000000005	21	81.24000000000001	13	6.244730679156908	21	PD
X-1156	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	498	20	98.45000000000002	13	4.415611814345992	20	PD
X-1156	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	179.10000000000002	21	57	13	12.44724409448819	34	PD
X-1156	BYL719	PIK3CA	single	136.4	21	63.079999999999984	13	11.192429022082019	31	PD
X-1156	BYL719 + LGH447	PIK3CA,PIM	combo	131.5	20	29.74000000000001	13	15.4	34	PD
X-1156	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	600.4	20	128.32	13	5.579067990832698	20	PD
X-1156	cetuximab	EGFR	single	674.5	21	125.80000000000001	14	6.983031674208145	24	PD
X-1156	CGM097	MDM2	single	1014.2	20	138.11999999999998	13	6.391361256544502	20	PD
X-1156	CKX620	MAPK	single	765.2	20	130.64000000000001	13	6.235382308845578	20	PD
X-1156	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	173.39999999999998	21	74.25999999999999	14	10.675642594859243	32	PD
X-1156	HDM201	MDM2	single	650.5	20	112.84	13	5.589743589743589	20	PD
X-1156	erlotinib	EGFR	single	486.5	20	130.42000000000002	13	4.097370291400142	20	PD
X-1156	HSP990	HSP90	single	402.2	21	57.099999999999994	14	10.865753424657536	24	PD
X-1156	INC280	MET	single	396.8	21	86.69999999999999	14	7.180000000000007	24	PD
X-1156	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	292.5	21	99.16	14	6.755766621438264	31	PD
X-1156	LEE011	CDK4,CDK6,CDK4/6	single	141.1	27	76.75999999999999	13	7.124528301886792	41	PD
X-1156	LGH447	PIM	single	701	20	128.58	13	5.100436681222707	20	PD
X-1156	LLM871	FGFR2/4	single	513.4	21	114.91999999999999	14	7.436974789915967	24	PD
X-1156	binimetinib	MAP2K1,MAP2K2,MAPK	single	170	21	57.099999999999994	14	15.93491124260355	46	PD
X-1156	paclitaxel	Tubulin	single	395.4	21	83.9	14	7.573426573426573	31	PD
X-1156	untreated	UNKNOWN,Untreated	single	832.6	20	135.825	13	4.542908762420957	20	PD
X-1156	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	98.80000000000001	21	16.150000000000006	11	14.00890868596882	30	PD
X-1167	5FU	chemotherapy	single	12.799999999999997	66	23.52857142857144	20	105	105	SD-->-->PD
X-1167	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-13.799999999999997	17	-8.799999999999997	17	33.67197875166003	43	SD-->PD
X-1167	BKM120 + LJC049	panPI3K,TNKS	combo	418.70000000000005	21	116.42500000000001	14	8.159366262814538	32	PD
X-1167	BYL719	PIK3CA	single	365.3	21	27.674999999999997	11	11.95668202764977	29	PD
X-1167	BYL719 + cetuximab	PIK3CA,EGFR	combo	335.2	21	45.19999999999999	12	12.11232349165597	28	PD
X-1167	BYL719 + cetuximab + encorafenib	PIK3CA,EGFR,BRAF	combo	-1.2999999999999972	11	-0.5	11	37	37	SD-->PD
X-1167	BYL719 + encorafenib	PIK3CA,BRAF	combo	185	21	81.68	12	6.4413793103448285	33	PD
X-1167	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	130.2	21	10.525000000000006	11	18.560581583198708	29	PD
X-1167	BYL719 + binimetinib	PIK3CA,MAPK	combo	-48.2	14	-28.84285714285714	25	56	56	SD-->PD
X-1167	cetuximab	EGFR	single	393.6	20	96.88	14	6.698630136986302	27	PD
X-1167	cetuximab + encorafenib	EGFR,BRAF	combo	82.69999999999999	21	59.25	13	11.948275862068966	27	PD
X-1167	CGM097	MDM2	single	113.80000000000001	21	10.974999999999994	11	19.935185185185183	29	PD
X-1167	CKX620	MAPK	single	-6	9	-5.239999999999995	14	43	43	SD-->PD
X-1167	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	208.8	24	23.27499999999999	11	19.13851653261841	32	PD
X-1167	HDM201	MDM2	single	93.6	20	-17.22	14	22.312500000000004	35	PD
X-1167	LEE011	CDK4,CDK6,CDK4/6	single	139	20	30	14	14.655629139072849	35	PD
X-1167	encorafenib	BRAF	single	305.6	24	12.825000000000003	14	16.892307692307693	32	PD
X-1167	LJC049	TNKS	single	430.20000000000005	17	132.4	11	4.113300492610837	17	PD
X-1167	LKA136	NTRK1,NTRK2,NTRK3	single	569.5	24	52.474999999999994	11	8.472947167409295	24	PD
X-1167	binimetinib	MAP2K1,MAP2K2,MAPK	single	136.8	20	39.099999999999994	14	15.066202090592334	35	PD
X-1167	untreated	UNKNOWN,Untreated	single	102.9	20	20.174999999999997	12	19.46691176470588	36	PD
X-1167	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	21.5	18	39.04000000000002	12	14.907180385288967	29	PD
X-1172	BGJ398	FGFR	single	102.4	21	48.5	11	9.072407045009784	27	PD
X-1172	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-71.9	22	-60.628571428571426	43	84.66504854368932	90	PR-->PD
X-1172	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-48.1	15	-38.25	15	65.63692307692308	90	SD-->PD
X-1172	BYL719	PIK3CA	single	93.4	26	-16.92	12	26.34797891036907	29	PD
X-1172	BYL719 + LGH447	PIK3CA,PIM	combo	28.599999999999994	22	-12.099999999999994	12	29.485925925925926	42	SD-->PD
X-1172	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	149.4	22	18.659999999999997	12	14.379888268156424	28	PD
X-1172	cetuximab	EGFR	single	293.3	20	79.375	11	5.593830334190232	20	PD
X-1172	CGM097	MDM2	single	259.3	14	56.04000000000002	12	7.350223546944858	14	PD
X-1172	CKX620	MAPK	single	-30.200000000000003	32	11.120000000000005	32	40.679329608938545	75	SD-->PD
X-1172	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	281.5	21	14.540000000000006	12	15.76247207743857	21	PD
X-1172	HDM201	MDM2	single	-8.200000000000003	10	-18.760000000000005	13	26.14828897338403	33	SD-->PD
X-1172	erlotinib	EGFR	single	186.39999999999998	14	46.099999999999994	12	8.553166069295102	14	PD
X-1172	HSP990	HSP90	single	-5.5	11	-4	11	28	28	SD-->PD
X-1172	INC280	MET	single	234.39999999999998	14	50.859999999999985	12	8.523066485753052	14	PD
X-1172	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-97.7	95	-53.43214285714286	95	95	95	CR
X-1172	LEE011	CDK4,CDK6,CDK4/6	single	-11.700000000000003	33	-21.97999999999999	12	70.94957983193278	117	SD-->PD
X-1172	LGH447	PIM	single	278.1	20	34.81999999999999	11	10.501404494382022	20	PD
X-1172	LLM871	FGFR2/4	single	209.89999999999998	13	53.025000000000006	11	8.225866916588567	13	PD
X-1172	binimetinib	MAP2K1,MAP2K2,MAPK	single	-53.4	15	-29.460000000000008	29	76	76	PR-->PD
X-1172	paclitaxel	Tubulin	single	321.8	20	-14.525000000000006	11	14.845744680851064	20	PD
X-1172	untreated	UNKNOWN,Untreated	single	357.7	14	142.54000000000002	12	2	14	PD
X-1172	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-44.8	10	-32.239999999999995	13	122.0062630480167	173	SD-->PD
X-1173	5FU	chemotherapy	single	-36.9	71	-4.938461538461539	90	90	90	SD
X-1173	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-51.6	13	-25.64999999999999	15	62	62	PR-->PD
X-1173	BKM120 + LJC049	panPI3K,TNKS	combo	24	17	16.459999999999994	14	20.632887189292543	22	SD-->PD
X-1173	BYL719	PIK3CA	single	158.89999999999998	22	37.599999999999994	13	14.111111111111112	22	PD
X-1173	BYL719 + cetuximab	PIK3CA,EGFR	combo	157.2	21	31.849999999999994	15	16.46350832266325	28	PD
X-1173	BYL719 + cetuximab + encorafenib	PIK3CA,EGFR,BRAF	combo	72	21	19.400000000000006	15	24.741379310344826	49	PD
X-1173	BYL719 + encorafenib	PIK3CA,BRAF	combo	-27.400000000000006	14	-9.599999999999994	14	42.53652392947103	43	SD-->PD
X-1173	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	-34.099999999999994	18	-24.990909090909085	35	53	53	SD-->PD
X-1173	BYL719 + binimetinib	PIK3CA,MAPK	combo	-61.8	14	-44.8	43	98	98	PR-->-->PD
X-1173	cetuximab	EGFR	single	655.7	19	94.275	11	6.1536697247706424	19	PD
X-1173	cetuximab + encorafenib	EGFR,BRAF	combo	239.8	21	72.52000000000001	15	9.128865979381443	28	PD
X-1173	CGM097	MDM2	single	315.2	24	40.025000000000006	11	11.137096774193548	24	PD
X-1173	CKX620	MAPK	single	65	22	51.25	14	11.778611632270168	22	PD
X-1173	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-39.4	17	-29.58571428571429	22	90	90	SD-->PD
X-1173	HDM201	MDM2	single	80.9	24	8.349999999999994	11	20.816901408450704	24	PD
X-1173	LEE011	CDK4,CDK6,CDK4/6	single	178.39999999999998	24	67.275	11	8.104046242774565	24	PD
X-1173	encorafenib	BRAF	single	730.5	24	82.19999999999999	11	6.224387177875549	24	PD
X-1173	LJC049	TNKS	single	854.7	17	35.67500000000001	11	10.188494492044065	17	PD
X-1173	LKA136	NTRK1,NTRK2,NTRK3	single	957.0999999999999	15	231.25	11	3	15	PD
X-1173	binimetinib	MAP2K1,MAP2K2,MAPK	single	81	29	12.224999999999994	11	20.71747211895911	29	PD
X-1173	untreated	UNKNOWN,Untreated	single	300	21	66.14000000000001	13	11.141388174807199	30	PD
X-118	BGJ398	FGFR	single	565.5	18	135.6	11	5.104897418927862	18	PD
X-118	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	145.3	21	33.633333333333326	11	13.647826086956524	52	PD
X-118	BYL719	PIK3CA	single	121	21	45.84	14	18.439024390243905	41	PD
X-118	BYL719 + HSP990	PIK3CA,HSP90	combo	94.5	22	27.275000000000006	12	22.445344129554655	53	PD
X-118	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	82	22	15.25	12	22.98495212038304	60	PD
X-118	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	186.3	22	38.275000000000006	12	12.93273542600897	33	PD
X-118	HDM201	MDM2	single	284.4	14	177.39999999999998	14	7	14	PD
X-118	"figitumumab"""	IGF1R	single	382.7	14	180.05	14	7	14	PD
X-118	HSP990	HSP90	single	442.79999999999995	21	131.4	14	7.361563517915309	21	PD
X-118	INC280	MET	single	535.9	22	66.55000000000001	11	9.153846153846153	22	PD
X-118	INC280 + trastuzumab	ERBB2,MET	combo	305.1	22	69.225	15	9.645208485735186	26	PD
X-118	LEE011	CDK4,CDK6,CDK4/6	single	387.9	18	116.56666666666669	11	5.099862574438846	18	PD
X-118	LEE011 + everolimus	CDK4,CDK6,MTOR,CDK4/6	combo	56.900000000000006	53	53.525000000000006	12	28.394736842105264	60	PD
X-118	LJM716	ERBB3	single	553.6	22	153.35	11	3.1400862068965516	22	PD
X-118	LJM716 + trastuzumab	ERBB3,ERBB2	combo	-86.8	92	-31.147368421052633	154	20.243478260869566	154	PR-->PD
X-118	LLM871	FGFR2/4	single	456.1	21	112.91999999999999	14	7.110552763819095	21	PD
X-118	binimetinib	MAP2K1,MAP2K2,MAPK	single	74.1	26	42.640000000000015	15	31.051948051948052	70	PD
X-118	everolimus	MTOR	single	102.19999999999999	21	23.433333333333337	11	20.500000000000004	52	PD
X-118	trastuzumab	ERBB2	single	254.7	14	151.52499999999998	14	7	14	PD
X-1189	BGJ398	FGFR	single	136	16	37.69999999999999	11	10.356435643564357	16	PD
X-1189	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-100	48	-69.67941176470588	122	122	122	CR
X-1189	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-28.599999999999994	119	37.650000000000006	18	10.294444444444444	121	PD
X-1189	BYL719	PIK3CA	single	242	21	37.67500000000001	11	9.881656804733726	25	PD
X-1189	BYL719 + LGH447	PIK3CA,PIM	combo	-100	31	-80.45757575757575	119	119	119	CR
X-1189	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	-100	31	-76.27272727272728	119	7.233687405159333	119	CR
X-1189	cetuximab	EGFR	single	306.4	21	38.875	11	10.16734693877551	22	PD
X-1189	CGM097	MDM2	single	-100	59	-50.13235294117647	122	122	122	CR-->PD
X-1189	CKX620	MAPK	single	7.400000000000006	18	25.875	11	33.93877551020408	34	SD-->PD
X-1189	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-91.9	118	-19.950000000000003	124	18.574833174451857	124	SD-->PD
X-1189	HDM201	MDM2	single	-34.400000000000006	59	21.674999999999997	11	20.68069306930693	61	SD
X-1189	erlotinib	EGFR	single	-100	40	-74.10357142857143	99	99	99	CR
X-1189	HSP990	HSP90	single	-45.4	40	-14.36	16	43	43	SD-->PD
X-1189	INC280	MET	single	290.4	11	81.64999999999998	11	7.1504245855236555	11	PD
X-1189	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-100	17	-89.69259259259259	97	97	97	CR
X-1189	LEE011	CDK4,CDK6,CDK4/6	single	-100	52	-13.147058823529406	122	3	122	SD
X-1189	LGH447	PIM	single	365.9	19	30.32499999999999	11	9.513898788310762	19	PD
X-1189	LLM871	FGFR2/4	single	197.2	20	64.4	14	7.461148648648648	29	PD
X-1189	binimetinib	MAP2K1,MAP2K2,MAPK	single	306.1	21	6.099999999999994	11	11.733273862622658	25	PD
X-1189	paclitaxel	Tubulin	single	-100	31	-80.72608695652174	82	82	82	CR
X-1189	untreated	UNKNOWN,Untreated	single	-45.2	34	-10.849999999999994	39	39	39	SD
X-119	BGJ398	FGFR	single	-100	35	-86.50434782608696	78	78	78	CR
X-119	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	42.5	25	25.200000000000003	11	32	32	PD
X-119	BYL719	PIK3CA	single	0.7999999999999972	14	1.1799999999999926	14	32	32	SD-->PD
X-119	BYL719 + HSP990	PIK3CA,HSP90	combo	19.799999999999997	9	20.840000000000003	13	30	30	SD
X-119	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	207	20	57.900000000000006	13	12.08869179600887	20	PD
X-119	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	65.69999999999999	23	46.68000000000001	13	10.70093457943925	37	PD
X-119	HDM201	MDM2	single	-31.099999999999994	11	-13.700000000000003	14	27.12041884816754	32	SD-->PD
X-119	"figitumumab"""	IGF1R	single	378.3	18	131.5	11	4	18	PD
X-119	HSP990	HSP90	single	-44.9	14	-26.299999999999997	14	32	32	SD
X-119	INC280	MET	single	104.4	20	29.900000000000006	13	16.72941176470588	25	PD
X-119	INC280 + trastuzumab	ERBB2,MET	combo	265.5	20	102.44	13	6.296446700507615	31	PD
X-119	LEE011	CDK4,CDK6,CDK4/6	single	280.3	18	82	11	6.8138297872340425	18	PD
X-119	LEE011 + everolimus	CDK4,CDK6,MTOR,CDK4/6	combo	-19.900000000000006	24	-10.424999999999997	24	24	24	SD
X-119	LJM716	ERBB3	single	-26.400000000000006	9	-21.320000000000007	13	24.12079701120797	42	SD-->PD
X-119	LJM716 + trastuzumab	ERBB3,ERBB2	combo	644.4	17	160.675	13	3.627930682976554	17	PD
X-119	LLM871	FGFR2/4	single	-100	28	-93.08	320	320	320	CR
X-119	binimetinib	MAP2K1,MAP2K2,MAPK	single	6.299999999999997	9	8.059999999999988	15	29.46119235095613	48	SD-->PD
X-119	everolimus	MTOR	single	11.200000000000003	12	8.700000000000003	12	33	33	SD
X-119	trastuzumab	ERBB2	single	357.1	18	57.375	11	12.049586776859504	18	PD
X-1199	abraxane	Tubulin	single	199.5	29	58.900000000000006	12	7.158745247148289	29	PD
X-1199	abraxane + gemcitabine	Tubulin,chemotherapy	combo	12.700000000000003	97	39.400000000000006	13	97	97	PD
X-1199	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-0.4000000000000057	11	0.7249999999999943	11	34	34	SD
X-1199	BKM120 + LDE225	panPI3K,SMO	combo	-34	32	10.336363636363643	35	35	35	SD
X-1199	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-66.4	39	-34.78333333333333	63	63	63	PR
X-1199	BYL719	PIK3CA	single	45.599999999999994	22	16.049999999999997	12	46	46	PD
X-1199	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	-4.400000000000006	33	2.200000000000003	12	46	46	SD
X-1199	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	74.9	24	33.72	13	34	34	PD
X-1199	"figitumumab"""	IGF1R	single	258.6	23	186.89999999999998	12	3.245136186770428	27	PD
X-1199	"figitumumab"" + binimetinib"	IGF1R,MAPK	combo	-30.700000000000003	18	14.149999999999991	18	39	39	SD-->PD
X-1199	gemcitabine-50mpk	chemotherapy	single	15.099999999999994	74	20.55000000000001	11	90.28951048951049	101	SD
X-1199	INC424	JAK	single	-19.200000000000003	14	-16.316666666666663	19	29.027422303473493	60	SD-->PD
X-1199	INC424 + binimetinib	JAK,MAPK	combo	-29.700000000000003	34	-5.700000000000003	34	34	34	SD
X-1199	LEE011	CDK4,CDK6,CDK4/6	single	-35.8	74	1.0347826086956644	81	81	81	SD
X-1199	WNT974	PORCN	single	9.299999999999997	89	-2.8799999999999955	12	106	106	SD-->PD
X-1199	LKA136	NTRK1,NTRK2,NTRK3	single	12.700000000000003	32	23.5	14	42.8004987531172	60	SD
X-1199	binimetinib	MAP2K1,MAP2K2,MAPK	single	-88.4	48	-60.42666666666666	51	51	51	PR
X-1199	binimetinib-3.5mpk	MAPK	single	-43.7	44	-11.078571428571422	96	96	96	SD
X-1199	trametinib	MAPK	single	-73.3	84	-44.503571428571426	98	98	98	PR
X-1199	untreated	UNKNOWN,Untreated	single	23.5	27	15.799999999999997	14	47.85766423357664	70	SD-->PD
X-1210	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	379	17	146.9	13	5.310107948969578	17	PD
X-1228	BGJ398	FGFR	single	-33.400000000000006	19	-31.566666666666663	19	41	41	SD-->PD
X-1228	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-82.8	87	-69.41081081081082	131	131	131	PR
X-1228	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-100	121	-86.23846153846154	140	140	140	CR
X-1228	BYL719	PIK3CA	single	-62.7	12	-43.31333333333334	51	146.80511182108626	147	PR-->-->PD
X-1228	BYL719 + LGH447	PIK3CA,PIM	combo	-100	15	-96.23076923076923	140	140	140	CR
X-1228	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	-63.5	12	-42.35	19	70.37362637362638	83	PR-->PD
X-1228	cetuximab	EGFR	single	-63	15	-48.75	32	113.8444976076555	128	PR-->PD
X-1228	CGM097	MDM2	single	146.6	23	-10.700000000000003	12	18.908196721311477	28	PD
X-1228	CKX620	MAPK	single	-100	28	-85.56666666666666	73	73	73	CR
X-1228	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-48	12	-40.879999999999995	15	50.248803827751196	55	SD-->PD
X-1228	HDM201	MDM2	single	20	15	3.4599999999999937	15	32.888888888888886	45	SD-->PD
X-1228	erlotinib	EGFR	single	-46.6	13	-39.17999999999999	13	94	94	SD-->PD
X-1228	HSP990	HSP90	single	-42.5	19	-24.40714285714286	47	91	91	SD-->-->PD
X-1228	INC280	MET	single	91.9	20	-12.325000000000003	12	20.2682119205298	28	PD
X-1228	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-48.7	19	-21.692307692307693	43	100.87601335240821	119	SD-->PD
X-1228	LEE011	CDK4,CDK6,CDK4/6	single	1.9000000000000057	13	-7.849999999999994	11	27.832797427652732	46	SD-->PD
X-1228	LGH447	PIM	single	-25.700000000000003	13	-25.120000000000005	13	39.60325406758448	61	SD-->PD
X-1228	LLM871	FGFR2/4	single	-69.9	11	-53.22	15	68.19068736141907	75	PR-->PD
X-1228	binimetinib	MAP2K1,MAP2K2,MAPK	single	75.9	22	-2.174999999999997	12	18.39735894357743	28	PD
X-1228	paclitaxel	Tubulin	single	-41.6	19	-28.28	19	61.120879120879124	126	SD-->PD
X-1228	untreated	UNKNOWN,Untreated	single	99.1	20	52.150000000000006	11	20.136363636363637	39	PD
X-1228	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-26.900000000000006	9	-19.960000000000008	13	31.568141592920355	90	SD-->PD
X-1234	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	170.89999999999998	23	17.92	12	19.09366391184573	41	PD
X-1256	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	146.4	20	37.920000000000016	12	13.627634660421545	26	PD
X-127	BGJ398	FGFR	single	-100	13	-96.78518518518518	248	248	248	CR
X-127	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-100	76	-87.28888888888889	334	334	334	CR
X-127	BYL719	PIK3CA	single	-16	17	-7	17	31	31	SD-->PD
X-127	BYL719 + HSP990	PIK3CA,HSP90	combo	-8.599999999999994	23	7.674999999999997	23	30	30	SD-->PD
X-127	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	10.299999999999997	29	25.849999999999994	12	33	33	SD
X-127	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-39.6	20	-19.766666666666666	33	33	33	SD
X-127	HDM201	MDM2	single	-100	34	-61.083333333333336	38	38	38	CR
X-127	"figitumumab"""	IGF1R	single	-7.900000000000006	22	14.140000000000015	12	29.131147540983605	33	SD-->PD
X-127	HSP990	HSP90	single	-64.3	10	-36.86666666666666	27	38	38	PR-->PD
X-127	INC280	MET	single	152	20	28.5	12	16.31205673758865	33	PD
X-127	INC280 + trastuzumab	ERBB2,MET	combo	164.10000000000002	20	54.30000000000001	12	12.280219780219781	33	PD
X-127	LEE011	CDK4,CDK6,CDK4/6	single	-15.799999999999997	10	-2.4833333333333343	17	31	31	SD
X-127	LEE011 + everolimus	CDK4,CDK6,MTOR,CDK4/6	combo	93	26	81.29999999999998	11	8.226305609284333	49	PD
X-127	LJM716	ERBB3	single	79.80000000000001	23	45.650000000000006	12	24.73142857142857	33	PD
X-127	LJM716 + trastuzumab	ERBB3,ERBB2	combo	120.69999999999999	20	31.17500000000001	12	17.339331619537276	33	PD
X-127	LLM871	FGFR2/4	single	-100	19	-95.48196721311476	329	329	329	CR
X-127	binimetinib	MAP2K1,MAP2K2,MAPK	single	-100	20	-87.25666666666666	119	119	119	CR
X-127	everolimus	MTOR	single	-32.2	40	-15.07142857142857	47	54	54	SD-->PD
X-127	trastuzumab	ERBB2	single	4	12	4.049999999999997	12	33	33	SD-->PD
X-1270	5FU	chemotherapy	single	150.8	23	64.875	12	10.98936170212766	23	PD
X-1270	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	381.3	21	118.51999999999998	14	6.462264150943397	21	PD
X-1270	BKM120 + LJC049	panPI3K,TNKS	combo	-9.700000000000003	10	1.8200000000000074	13	43	43	SD-->PD
X-1270	BYL719	PIK3CA	single	-9.099999999999994	22	-3.214285714285708	22	66	66	SD-->PD
X-1270	BYL719 + cetuximab	PIK3CA,EGFR	combo	61.69999999999999	23	19.775000000000006	13	37	37	PD
X-1270	BYL719 + cetuximab + encorafenib	PIK3CA,EGFR,BRAF	combo	101.80000000000001	21	26.474999999999994	11	17	41	PD
X-1270	BYL719 + encorafenib	PIK3CA,BRAF	combo	184.2	24	72.32	13	10.513761467889909	27	PD
X-1270	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	65.6	27	10.199999999999989	12	28.271719038817007	43	PD
X-1270	BYL719 + binimetinib	PIK3CA,MAPK	combo	-23.5	21	-8.929999999999993	31	87	87	SD-->PD
X-1270	cetuximab	EGFR	single	114.4	20	36.72	14	18.310850439882696	38	PD
X-1270	cetuximab + encorafenib	EGFR,BRAF	combo	174.3	21	66.55000000000001	11	11	35	PD
X-1270	CGM097	MDM2	single	573	21	119.95999999999998	14	6.747628083491461	21	PD
X-1270	CKX620	MAPK	single	28.19999999999999	35	-6.739999999999995	14	39	39	SD-->PD
